eadid,bib_number,collection_title,match_count,match_type,match_phrase,snippet
bryantjohnemory,000847147,John Emory Bryant papers,17,note_match,Freedmen,"by Bryant during the Civil War and information regarding the Freedmen's Bureau investigation in 1866"", 'Clippings about"
bryantjohnemory,000847147,John Emory Bryant papers,1,title_match,Freedman,"conscription and letter book of John Emory        Bryant, Freedman's Bureau, Augusta, Georgia C.S.A. Army book for"
bullock,000847110,Bullock family papers,8,note_match,slaves,relationships and genealogy; illnesses and deaths; farming; slaves and tenants (including some lists of slave names)
bullock,000847110,Bullock family papers,8,note_match,plantation,"campus life at the University of North Carolina, 1850s; plantation management; market prices, 1850s-1860s; secessionist and Union"
bullock,000847110,Bullock family papers,8,note_match,plantation,", 1871, she writes about daily life on the plantation and farm where the family lived. She mentions visitors"
bullock,000847110,Bullock family papers,8,note_match,enslaved,"about six pages of lists itemizing farm chores performed by enslaved people, referred to by first names, from 1839"
bullock,000847110,Bullock family papers,8,note_match,enslaved,"1834-1837, chiefly for family members but also mentions enslaved people and servants. Other papers of note in the"
bullock,000847110,Bullock family papers,8,note_match,slaves,"papers of note in the series include a list of slaves initialed by John Bullock, 1857; 19th century commodities price"
bullock,000847110,Bullock family papers,8,note_match,enslaved,"initialed by John Bullock with several lists naming approximately 40 enslaved individuals, 1857; school grade and comportment reports from"
bullock,000847110,Bullock family papers,8,note_match,Negro,"records, they are identified as African Americans (""Negro"" or ""Black"").', """
burnst,006260310,T. Burns collection of racial stereotypes,2,note_match,slaves,"date, but which appear to have been intended for slaves (or could be a reproduction from a later time"
burnst,006260310,T. Burns collection of racial stereotypes,2,note_match,slaves,or provenance. They appear to have been intended for slaves (or could be a reproduction from a later time
burrelltom,008415326,Tom Burrell papers,1,title_match,slavery,"Notes on media effects Brainwashed--Notes on race, slavery, and family Brainwashed--Procedural manual Brainwashed--Promotional"
burtarmistead,000847114,Armistead Burt papers,2,note_match,planter,"Armistead Burt (1802-1883), South Carolina planter and member of U.S. Congress. ', ""The"
burtarmistead,000847114,Armistead Burt papers,2,note_match,planter,"'Armistead Burt (1802-1883) was a planter, lawyer, and U.S. Representative from Abbeville, S.C."
cainpatrickh,000847153,Patrick H. Cain papers,2,note_match,slaves,"; prices of products and services, the value of slaves, and wages and tenancy of freedmen; the life"
cainpatrickh,000847153,Patrick H. Cain papers,2,note_match,freedmen,"the value of slaves, and wages and tenancy of freedmen; the life of Confederate soldiers, including accounts of"
cainpatrickh,000847153,Patrick H. Cain papers,1,title_match,slaves,Patrick Cain was the executor; contains names of       slaves] Letters 1824-1878 1879-1897 1898-
calvinsamuel,000847155,Samuel Calvin papers,3,note_match,slavery,"favor of the Kansas-Nebraska Act, and that slavery, not the tariff, was the primary political issue"
calvinsamuel,000847155,Samuel Calvin papers,3,note_match,slavery,"issue.', 'Calvin expressed his views on slavery and its expansion into the territories in a letter from"
calvinsamuel,000847155,Samuel Calvin papers,3,note_match,slavery,"3: he was, he wrote, opposed to slavery as an institution in general, and to the Missouri"
campbell,000846361,Campbell Family papers,4,note_match,planter,", as justice of the peace, and as a planter."", 'In letters to his wife,"
campbell,000846361,Campbell Family papers,4,note_match,Negro,"in religion, concern for the plight of the free Negro, and interest in historical works and literature. Included"
campbell,000846361,Campbell Family papers,4,note_match,slavery,"husband, William Shelton, taught; political campaigns; slavery; and a variety of items important in the social"
campbell,000846361,Campbell Family papers,4,note_match,slaves,the disturbance of his conscience by the question of owning slaves; the Great Revival of 1800 as described by Thomas
cannon,000992800,Cannon Mills records,1,note_match,Overseer,"contains early production, cost, labor and other statistics. Overseer Joseph D. Bacon's reminiscences provide a vignette of J."
cannon,000992800,Cannon Mills records,1,title_match,Overseer,"and Origin and Development of Cannon          Manufacturing Co. by Overseer Joseph D. Bacon, 1937 Buck Creek Cotton Mills ("
carroll,000955859,Thomas Carroll papers,9,note_match,planter,".', 'The papers of Thomas Carroll, planter and merchant of Ridgeway, Warren County, North Carolina"
carroll,000955859,Thomas Carroll papers,9,note_match,plantation,"They consist primarily of correspondence and accounts relating to his plantation, general store, and guardianship of orphans.'"
carroll,000955859,Thomas Carroll papers,9,note_match,planter,"guardianship of orphans.', ""Carroll was a planter during the antebellum, Civil War, and postwar periods"
carroll,000955859,Thomas Carroll papers,9,note_match,plantation,"renting his farm to tenants. The correspondence documents his plantation business, especially trade with commission merchants between Norfolk,"
carroll,000955859,Thomas Carroll papers,9,note_match,slaves,"and in Liverpool, England. There are also references to slaves, freedmen, tenant farmers, the cotton trade,"
carroll,000955859,Thomas Carroll papers,9,note_match,freedmen,"Liverpool, England. There are also references to slaves, freedmen, tenant farmers, the cotton trade, and the"
carroll,000955859,Thomas Carroll papers,9,note_match,slaves,"Account Book, 1844-1867, contains lists of slaves and transactions involving slave hiring, overseers, workers,"
carroll,000955859,Thomas Carroll papers,9,note_match,slaves,"architect Jacob W. Holt. The financial papers also document slaves, slave hiring, overseers, and educational expenses."
carroll,000955859,Thomas Carroll papers,9,note_match,slaves,"a shoe shop, Jacob W. Holt, and many slaves. The other volume contains inventories of goods and debts"
carter,000851085,William S. Carter papers,2,note_match,runaway slaves,", and account books. Subjects include North Carolina politics, runaway slaves, and the Gray family of California, Maine,"
carter,000851085,William S. Carter papers,2,note_match,slaves,"and account books. Subjects include North Carolina politics, runaway slaves, and the Gray family of California, Maine,"
carterlin,006714772,Lin Carter papers,1,note_match,Slaves,"),"" ""Mandor\'s Enemy,"" ""Slaves of the Black Pillar,"" ""In the Book of Vergama"
cartermandy,003881277,Mandy Carter papers,1,title_match,Negro,"Against Repressive Legislation   (NCARL) National Council of Negro Women, 1994 National Democratic Club, 1993 National Education"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,plantation,"eighteenth century, and disclose a great many details on plantation life and the management of enslaved people, overseers, secretaries"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,enslaved,"great many details on plantation life and the management of enslaved people, overseers, secretaries, ship's captains, and"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slaves,", clothing and feeding, training, and punishment of slaves. The records also document his efforts to free a"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slaves,"also document his efforts to free a large number of slaves, which eventually resulted in many hundreds acquiring their freedom"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slavery,"The conclusion of the sermon deals with the sin of slavery and the freedom of enslaved people, the burden of"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,enslaved,"deals with the sin of slavery and the freedom of enslaved people, the burden of slavery to the owners,"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slavery,"and the freedom of enslaved people, the burden of slavery to the owners, and the duties of slaves to"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slaves,"of slavery to the owners, and the duties of slaves to those masters."", ""Perhaps influenced by"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,manumission,"Carter executed a deed in 1791 setting up a gradual manumission of hundreds of his slaves, an extraordinary act for"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slaves,"1791 setting up a gradual manumission of hundreds of his slaves, an extraordinary act for his time. Volume XI"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,manumission,". Volume XI in the collection contains this act of manumission, recorded in the first few pages, then followed by"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,enslaved,"by many pages of lists of the names of the enslaved individuals who were to be freed, their names ("
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,manumitted,Virginia as to the responsibility of a former owner of manumitted slaves for continuing to maintain those he has set free
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slaves,as to the responsibility of a former owner of manumitted slaves for continuing to maintain those he has set free who
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,slaves,. It is estimated that by 1791 he owned 3400 slaves. Carter is most known historically for his efforts to
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,manumission,"his efforts to emancipate over 500 individuals, the largest manumission known prior to the Civil War. The document setting"
carterrobert,000851083,Robert Carter letter books and day books,17,note_match,enslaved,"up of long lists of the names of all the enslaved individuals who were to be freed.', '"
censusschedules,005648993,Census Non-Population Schedules,1,note_match,slaves,"Wilson.', '
Virginia: free inhabitants, slaves, deaths, agriculture, manufacturing, social statistics, 1860"
censusschedules,005648993,Census Non-Population Schedules,1,title_match,slaves,"Virginia Census Schedules, 1860 Virginia: Free inhabitants, slaves, deaths, agriculture, manufacturing, social statistics"
centerforinternationalpolicy,003511636,Center for International Policy records,1,title_match,Slaves,"-2002 Foreign Policy In Focus, 2001 Free the Slaves, 2002 Fund for Peace, 2002 Fundación Solon,"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,plantation,". Attitudes about black people in Hill country had about plantation country in the Delta."", ""Charlie asks"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,negro,"of community McComb had. Shortly discussed the ""crazy negro"" idea and why they were left alone.'"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,negro,"white guilt and white arrogance. Marion Berry: uppity negro, white people resented him. Violence or the threat"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,slavery,"Defense, Citizenship school, a little historical talk of slavery & freedom.', 'In person in Albany"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,negro,"their relationships with white Mississippians. Explanation of ""crazy negro"" white people called black people who stand up for"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,Negro,"Discussed Vernon Dahmer who also wasn\'t nonviolent. Discussed Crazy Negro terminology, and Man Porter, a local ""crazy"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,negro,"terminology, and Man Porter, a local ""crazy negro"" , Hollis says the crazy negro terminology was a"
charliecobbinterviews,007691768,Charlie Cobb Interviews,8,note_match,negro,"local ""crazy negro"" , Hollis says the crazy negro terminology was a way of explaining why they would leave"
chatterley,003957758,Cedric N. Chatterley photographs,2,note_match,planter,"two negatives printed consecutively.', 'The hogsed planter belonged to Dave and Mary Twedt. Ironically, this"
chatterley,003957758,Cedric N. Chatterley photographs,2,note_match,planter,"High School to retrieve items. They gave me the planter and I ended up giving it to my sister,"
